2024-10-21 03:41, success, 0.363684
2024-10-21 03:51, success, 0.273809
2024-10-21 03:59, success, 0.256673
2024-10-21 04:22, success, 0.245370
2024-10-21 04:38, success, 0.169366
2024-10-21 04:47, success, 0.257969
2024-10-21 04:54, success, 0.266243
2024-10-21 05:11, success, 0.265382
2024-10-21 05:30, success, 0.848334
2024-10-21 05:42, success, 0.311723
2024-10-21 05:49, success, 0.240737
2024-10-21 05:57, success, 0.323224
2024-10-21 06:22, success, 0.307609
2024-10-21 06:43, success, 0.366420
2024-10-21 06:52, success, 0.242265
2024-10-21 06:59, success, 0.266901
2024-10-21 07:19, success, 0.587704
2024-10-21 07:32, success, 0.470388
2024-10-21 07:40, success, 0.354220
2024-10-21 07:48, success, 0.280328
2024-10-21 07:55, success, 0.174832
2024-10-21 08:16, success, 0.340276
2024-10-21 08:37, success, 0.306211
2024-10-21 08:49, success, 0.318798
2024-10-21 08:56, success, 0.300313
2024-10-21 09:16, success, 0.316743
2024-10-21 09:32, success, 0.300274
2024-10-21 09:42, success, 0.306159
2024-10-21 09:49, success, 0.294992
2024-10-21 09:57, success, 0.339738
2024-10-21 10:17, success, 0.309193
2024-10-21 10:39, success, 0.246576
2024-10-21 10:49, success, 0.336672
2024-10-21 10:56, success, 0.259291
2024-10-21 11:12, success, 0.356894
2024-10-21 11:26, success, 0.243255
2024-10-21 11:35, success, 0.268443
2024-10-21 11:43, success, 0.624882
2024-10-21 11:50, success, 0.263533
2024-10-21 11:57, success, 0.479438
2024-10-21 12:33, success, 0.178627
2024-10-21 13:02, success, 0.262146
2024-10-21 13:32, success, 0.373468
2024-10-21 13:44, success, 0.507416
2024-10-21 13:52, success, 0.186825
2024-10-21 13:59, success, 0.317581
2024-10-21 14:18, success, 0.313716
2024-10-21 14:35, success, 0.369335
2024-10-21 14:44, success, 0.304020
2024-10-21 14:52, success, 0.329140
2024-10-21 14:59, success, 0.298222
2024-10-21 15:22, success, 0.307778
2024-10-21 15:35, success, 0.365413
2024-10-21 15:44, success, 0.545849
2024-10-21 15:51, success, 0.771222
2024-10-21 15:59, success, 0.346259
2024-10-21 16:24, success, 0.619409
2024-10-21 16:43, success, 0.938636
2024-10-21 16:52, success, 0.845844
2024-10-21 17:00, success, 0.356719
2024-10-21 17:18, success, 0.280009
2024-10-21 17:32, success, 0.331919
2024-10-21 17:41, success, 0.274517
2024-10-21 17:49, success, 0.693736
2024-10-21 17:56, success, 1.184230
2024-10-21 18:19, success, 0.370895
2024-10-21 18:40, success, 0.350976
2024-10-21 18:50, success, 0.634987
2024-10-21 18:57, success, 0.286312
2024-10-21 19:12, success, 0.410877
2024-10-21 19:22, success, 0.338581
2024-10-21 19:30, success, 0.340052
2024-10-21 19:38, success, 0.364899
2024-10-21 19:46, success, 0.404250
2024-10-21 19:53, success, 0.347590
2024-10-21 20:08, success, 0.178883
2024-10-21 20:26, success, 0.410068
2024-10-21 20:37, success, 0.288714
2024-10-21 20:44, success, 0.268717
2024-10-21 20:51, success, 0.834052
2024-10-21 20:59, success, 0.469980
2024-10-21 21:17, success, 0.522071
2024-10-21 21:29, success, 0.168538
2024-10-21 21:37, success, 0.327043
2024-10-21 21:45, success, 0.241399
2024-10-21 21:52, success, 0.215978
2024-10-21 22:00, success, 0.177932
2024-10-21 22:20, success, 0.295098
2024-10-21 22:35, success, 0.339896
2024-10-21 22:43, success, 0.503646
2024-10-21 22:50, success, 0.184956
2024-10-21 22:58, success, 0.304163
2024-10-21 23:16, success, 0.301772
2024-10-21 23:29, success, 0.296800
2024-10-21 23:39, success, 0.352690
2024-10-21 23:47, success, 0.295149
2024-10-21 23:54, success, 0.382313
2024-10-22 00:45, success, 0.180384
2024-10-22 02:09, success, 0.284708
2024-10-22 02:57, success, 0.350419
2024-10-22 03:21, success, 0.425273
2024-10-22 03:39, success, 0.270824
2024-10-22 03:48, success, 0.283045
2024-10-22 03:55, success, 0.186608
2024-10-22 04:15, success, 0.399917
2024-10-22 04:34, success, 0.294013
2024-10-22 04:46, success, 0.310582
2024-10-22 04:53, success, 0.348849
2024-10-22 05:08, success, 0.170921
2024-10-22 05:29, success, 0.304392
2024-10-22 05:41, success, 0.407325
2024-10-22 05:48, success, 0.451150
2024-10-22 05:55, success, 0.277344
2024-10-22 06:17, success, 0.259355
2024-10-22 06:40, success, 0.174959
2024-10-22 06:50, success, 0.489214
2024-10-22 06:58, success, 0.126515
2024-10-22 07:17, success, 0.257567
2024-10-22 07:32, success, 0.264504
2024-10-22 07:43, success, 0.242283
2024-10-22 07:50, success, 0.274291
2024-10-22 07:58, success, 0.954749
2024-10-22 08:22, success, 0.607484
2024-10-22 08:39, success, 0.238855
2024-10-22 08:50, success, 0.699176
2024-10-22 08:57, success, 0.234585
2024-10-22 09:16, success, 0.300843
2024-10-22 09:31, success, 0.298370
2024-10-22 09:41, success, 0.540794
2024-10-22 09:49, success, 0.259064
2024-10-22 09:56, success, 0.457273
2024-10-22 10:14, success, 0.164447
2024-10-22 10:32, success, 0.478718
2024-10-22 10:43, success, 0.296776
2024-10-22 10:50, success, 0.290201
2024-10-22 10:58, success, 0.354166
2024-10-22 11:14, success, 0.292368
2024-10-22 11:25, success, 0.179418
2024-10-22 11:34, success, 0.286915
2024-10-22 11:41, success, 0.169975
2024-10-22 11:49, success, 0.335833
2024-10-22 11:56, success, 0.188011
2024-10-22 12:28, success, 0.294609
2024-10-22 12:59, success, 0.175079
2024-10-22 13:27, success, 0.312217
2024-10-22 13:40, success, 0.522669
2024-10-22 13:48, success, 0.178326
2024-10-22 13:55, success, 0.247416
2024-10-22 14:11, success, 0.310312
2024-10-22 14:31, success, 0.484272
2024-10-22 14:41, success, 0.333090
2024-10-22 14:48, success, 1.097935
2024-10-22 14:56, success, 0.391980
2024-10-22 15:13, success, 0.323707
2024-10-22 15:30, success, 0.411188
2024-10-22 15:41, success, 0.295391
2024-10-22 15:48, success, 0.284378
2024-10-22 15:56, success, 0.269695
2024-10-22 16:16, success, 0.365988
2024-10-22 16:38, success, 0.391344
2024-10-22 16:50, success, 0.309107
2024-10-22 16:57, success, 0.177411
2024-10-22 17:14, success, 0.123716
2024-10-22 17:30, success, 0.200097
2024-10-22 17:39, success, 0.252781
2024-10-22 17:47, success, 0.255485
2024-10-22 17:54, success, 0.175555
